,id,title,original_title,overview,popularity,release_date,adult,vote_average
329,315465,The Boy and the Beast,バケモノの子,"Kyuta, a boy living in Shibuya, and Kumatetsu, a lonesome beast from Jutengai, an imaginary world. One day, Kyuta forays into the imaginary world and, as he's looking for his way back, meets Kumatetsu who becomes his spirit guide. That encounter leads them to many adventures.",22.907,2015-07-11,False,7.964
330,12104,Pink Floyd: The Wall,Pink Floyd: The Wall,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,14.777,1982-07-14,False,7.964
331,627,Trainspotting,Trainspotting,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind when Begbie shows up at his front door on the lam, and a scheming Sick Boy follows.",30.221,1996-02-23,False,7.964
332,574074,Kitbull,Kitbull,"An unlikely connection sparks between two creatures: a fiercely independent stray kitten and a pit bull. Together, they experience friendship for the first time.",15.993,2019-01-18,False,8.0
333,447365,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",113.429,2023-05-03,False,7.962
334,15244,A Man Escaped,Un condamné à mort s'est échappé,A captured French Resistance fighter during World War II engineers a daunting escape from prison.,11.343,1956-11-11,False,8.0
335,38286,Three Men and a Leg,Tre uomini e una gamba,"Friends Aldo, Giovanni, and Giacomo travel from north to south for Giacomo's wedding, carrying a precious item: the father of the bride, a tyrannical rich man who is both their boss and father-in-law (also Aldo and Giovanni married his daughters), has entrusted them with a wooden leg, the work of a famous artist.",6.269,1997-12-27,False,7.961
336,3090,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,"Two jobless Americans convince a prospector to travel to the mountains of Mexico with them in search of gold. But the hostile wilderness, local bandits, and greed all get in the way of their journey.",20.389,1948-01-15,False,8.0
337,28978,The Circus,The Circus,"Charlie, a wandering tramp, becomes a circus handyman - soon the star of the show - and falls in love with the circus owner's stepdaughter.",11.631,1928-01-06,False,8.0
338,961,The General,The General,"During America’s Civil War, Union spies steal engineer Johnny Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.",17.863,1926-12-25,False,7.959
339,14160,Up,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",87.754,2009-05-28,False,7.958
340,70,Million Dollar Baby,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",33.643,2004-12-15,False,7.957
341,160885,Tel chi el telùn,Tel chi el telùn,A comedy show.,5.594,1999-05-12,False,7.956
342,634649,Spider-Man: No Way Home,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",201.637,2021-12-15,False,7.954
343,9764,Dersu Uzala,Дерсу Узала,"A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.",12.946,1975-08-02,False,8.0
344,745,The Sixth Sense,The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",49.544,1999-08-06,False,8.0
345,10997,Farewell My Concubine,霸王别姬,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,28.298,1993-01-01,False,7.956
346,19542,The Red Shoes,The Red Shoes,"In this classic drama, Vicky Page is an aspiring ballerina torn between her dedication to dance and her desire to love. While her imperious instructor, Boris Lermontov, urges to her to forget anything but ballet, Vicky begins to fall for the charming young composer Julian Craster. Eventually Vicky, under great emotional stress, must choose to pursue either her art or her romance, a decision that carries serious consequences.",24.283,1948-09-06,False,8.0
347,10386,The Iron Giant,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",49.541,1999-08-06,False,7.951
348,329,Jurassic Park,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",39.779,1993-06-11,False,7.951
349,41050,La Notte,La notte,A day in the life of an unfaithful married couple and their steadily deteriorating relationship in Milan.,11.183,1961-01-24,False,7.951
350,1059,The Hidden Fortress,隠し砦の三悪人,"In feudal Japan, during a bloody war between clans, two cowardly and greedy peasants, soldiers of a defeated army, stumble upon a mysterious man who guides them to a fortress hidden in the mountains.",15.693,1958-12-28,False,8.0
351,37797,Whisper of the Heart,耳をすませば,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.",24.494,1995-07-15,False,7.9
352,5925,The Great Escape,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",31.224,1963-07-03,False,7.9
353,679,Aliens,Aliens,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",68.011,1986-07-18,False,7.9
354,5801,Pather Panchali,পথের পাঁচালী,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.  Preserved by the Academy Film Archive in partnership with The Film Foundation in 1996.",11.566,1955-08-26,False,7.9
355,149,Akira,AKIRA,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,43.608,1988-06-10,False,7.9
356,237791,The Way He Looks,Hoje Eu Quero Voltar Sozinho,"Leonardo is a blind teenager dealing with an overprotective mother while trying to live a more independent life. To the disappointment of his best friend, Giovana, he plans to go on an exchange program abroad. When Gabriel, a new student in town, arrives at their classroom, new feelings blossom in Leonardo making him question his plans.",11.721,2014-04-10,False,7.9
357,615457,Nobody,Nobody,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",51.77,2021-03-18,False,7.9
358,158445,Miracle in Cell No. 7,7번방의 선물,A story about a mentally ill man wrongfully imprisoned for murder and his relationship with his 6 year old daughter.,19.103,2013-01-23,False,7.9
359,1580,Rope,Rope,Two young men attempt to prove they committed the perfect murder by hosting a dinner party for the family of a classmate they just strangled to death.,18.917,1948-03-11,False,7.946
360,554596,No Manches Frida 2: Paradise Lost,No Manches Frida 2,"When seemingly reformed ex-con Zequi is about to marry the love of his life, the lovably nerdy Lucy, wedding day jitters turn into a full-blown fiasco and Lucy calls it off. Meanwhile, the school finds itself in deep trouble and the gang heads to the water to compete in the tournament of their lives. Once they're all seaside, Lucy runs into her high school sweetheart Mario, coach of the opposing squad and Zequi finds himself a rival in more than one competition. Now he has to pull out all the stops to wrangle in his rowdy kids, win Lucy back, and in case that wasn't enough, save the school from shutting down by leading Frida High to victory.",40.621,2019-03-15,False,7.9
361,242828,When Marnie Was There,思い出のマーニー,"Upon being sent to live with relatives in the countryside due to an illness, an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there - a girl who may or may not be real.",23.269,2014-07-19,False,7.944
362,10238,Cries and Whispers,Viskningar och rop,"As Agnes slowly dies of cancer, her sisters are so immersed in their own psychic pains that they are unable to offer her the support she needs.",22.791,1972-12-21,False,7.944
363,6715,The Cure,The Cure,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",12.245,1995-04-21,False,7.9
364,197,Braveheart,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",64.569,1995-05-24,False,7.942
365,916224,Suzume,すずめの戸締まり,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",64.562,2022-11-11,False,7.941
366,11712,Sanjuro,椿三十郎,"Toshiro Mifune swaggers and snarls to brilliant comic effect in Kurosawa's tightly paced, beautifully composed ""Sanjuro."" In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear.",23.037,1962-01-01,False,7.9
367,29264,The Exterminating Angel,El ángel exterminador,"A formal dinner party starts out normally enough, but after the bourgeois group retire to the host’s music room, they inexplicably find themselves unable to leave.",11.875,1962-05-16,False,7.9
368,6977,No Country for Old Men,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",70.899,2007-06-13,False,7.94
369,78,Blade Runner,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",64.742,1982-06-25,False,7.94
370,76203,12 Years a Slave,12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",63.168,2013-10-18,False,7.939
371,770,Gone with the Wind,Gone with the Wind,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,47.175,1939-12-15,False,7.939
372,81,Nausicaä of the Valley of the Wind,風の谷のナウシカ,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",32.704,1984-03-11,False,7.939
373,10404,Raise the Red Lantern,大红灯笼高高挂,"In 1920s China, nineteen-year-old Songlian becomes a concubine of a powerful lord and is forced to compete with his three wives for the privileges gained.",15.577,1991-12-18,False,7.938
374,776503,CODA,CODA,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",34.184,2021-08-13,False,7.937
375,15383,Army of Shadows,L'Armée des ombres,"Betrayed by an informant, Philippe Gerbier finds himself trapped in a torturous Nazi prison camp. Though Gerbier escapes to rejoin the Resistance in occupied Marseilles, France, and exacts his revenge on the informant, he must continue a quiet, seemingly endless battle against the Nazis in an atmosphere of tension, paranoia and distrust.",13.176,1969-09-10,False,7.9
376,11010,The Postman,Il postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,12.25,1994-04-07,False,7.9
377,489412,It's Such a Beautiful Day,It's Such a Beautiful Day,Bill struggles to put together his shattered psyche.,13.065,2012-08-24,False,7.9
378,296096,Me Before You,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",87.813,2016-06-01,False,7.9
379,30017,Close-Up,کلوزآپ ، نمای نزدیک,"This fiction-documentary hybrid uses a sensational real-life event—the arrest of a young man on charges that he fraudulently impersonated the well-known filmmaker Mohsen Makhmalbaf—as the basis for a stunning, multilayered investigation into movies, identity, artistic creation, and existence, in which the real people from the case play themselves.",8.694,1990-05-09,False,7.929
380,9323,Ghost in the Shell,GHOST IN THE SHELL,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",45.892,1995-11-18,False,7.9
381,1578,Raging Bull,Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",22.307,1980-11-14,False,7.929
382,20803,Ivan Vasilyevich Changes His Profession,Иван Васильевич меняет профессию,"A scientist builds a time machine and accidentally sends his apartment complex manager and a petty burglar to 16th century Moscow, while Tsar Ivan the Terrible travels to 1973.",9.334,1973-09-17,False,7.928
383,85,Raiders of the Lost Ark,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",66.483,1981-06-12,False,7.928
384,152532,Dallas Buyers Club,Dallas Buyers Club,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",22.65,2013-11-01,False,7.927
385,3777,Throne of Blood,蜘蛛巣城,"Returning to their lord's castle, samurai warriors Washizu and Miki are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji, presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films.",16.971,1957-01-15,False,7.9
386,21334,Children of Heaven,بچه‌های آسمان,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes. School awaits.",8.994,1997-08-01,False,7.9
387,8290,Don't Look Now... We're Being Shot At!,La Grande Vadrouille,"During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops – and the consequences of their own blunders.",19.501,1966-12-08,False,7.9
388,505262,My Hero Academia: Two Heroes,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",31.88,2018-08-03,False,7.923
389,426618,Where Hands Touch,Where Hands Touch,"Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.",11.819,2018-09-14,False,7.923
390,49964,Where Is The Friend's House?,خانه‌ی دوست کجاست؟,"An 8 year old boy must return his friend's notebook he took by mistake, lest his friend be punished by expulsion from school.",12.308,1987-07-01,False,7.9
391,234,The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",14.877,1920-02-27,False,7.9
392,38360,The Cranes Are Flying,Летят журавли,"Veronika and Boris come together in Moscow shortly before World War II. Walking along the river, they watch cranes fly overhead, and promise to rendezvous before Boris leaves to fight. Boris misses the meeting and is off to the front lines, while Veronika waits patiently, sending letters faithfully. After her house is bombed, Veronika moves in with Boris' family, into the company of a cousin with his own intentions.",17.306,1957-10-12,False,7.92
393,48035,Ordet,Ordet,"The three sons of devout Danish farmer Morten have widely disparate religious beliefs. Youngest son Anders shares his father's religion, but eldest son Mikkel has lost his faith, while middle child Johannes has become delusional and proclaims that he is Jesus Christ himself. When Mikkel's wife, Inger goes into a difficult childbirth, everyone's beliefs are put to the test.",7.783,1955-01-09,False,7.9
394,775,A Trip to the Moon,Le Voyage dans la Lune,"Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.",17.266,1902-06-21,False,7.919
395,654,On the Waterfront,On the Waterfront,"Terry Malloy is a kindhearted dockworker, and former boxer, who is tricked by his corrupt bosses into leading his friend to death. After falling in love, he tries to leave the waterfront and expose his employers.",19.004,1954-06-22,False,7.919
396,110,Three Colors: Red,Trois couleurs : Rouge,"Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls.",24.285,1994-05-12,False,7.919
397,1646,Freedom Writers,Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",21.298,2007-01-05,False,7.918
398,122906,About Time,About Time,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",45.963,2013-09-04,False,7.9
399,949,Heat,Heat,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,61.8,1995-12-15,False,7.917
400,1092,The Third Man,The Third Man,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",30.852,1949-08-31,False,7.9
401,405,La Strada,La strada,"When Gelsomina, a naïve young woman, is purchased from her impoverished mother by brutish circus strongman Zampanò to be his wife and partner, she loyally endures her husband's coldness and abuse as they travel the Italian countryside performing together. Soon Zampanò must deal with his jealousy and conflicted feelings about Gelsomina when she finds a kindred spirit in Il Matto, the carefree circus fool, and contemplates leaving Zampanò.",11.35,1954-09-23,False,7.916
402,194,Amélie,Le Fabuleux Destin d'Amélie Poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",52.428,2001-04-25,False,7.915
403,404378,A Street Cat Named Bob,A Street Cat Named Bob,"James Bowen, a homeless busker and recovering drug addict, has his life transformed when he meets a stray ginger cat.",19.226,2016-11-04,False,7.9
404,7857,Amarcord,Amarcord,"In an Italian seaside town, young Titta gets into trouble with his friends and watches various local eccentrics as they engage in often absurd behavior. Frequently clashing with his stern father and defended by his doting mother, Titta witnesses the actions of a wide range of characters, from his extended family to Fascist loyalists to sensual women, with certain moments shifting into fantastical scenarios.",13.759,1973-12-18,False,7.9
405,33,Unforgiven,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",34.098,1992-08-07,False,7.914
406,142061,"Batman: The Dark Knight Returns, Part 2","Batman: The Dark Knight Returns, Part 2",Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,22.945,2013-01-03,False,7.914
407,48035,Ordet,Ordet,"The three sons of devout Danish farmer Morten have widely disparate religious beliefs. Youngest son Anders shares his father's religion, but eldest son Mikkel has lost his faith, while middle child Johannes has become delusional and proclaims that he is Jesus Christ himself. When Mikkel's wife, Inger goes into a difficult childbirth, everyone's beliefs are put to the test.",7.783,1955-01-09,False,7.9
408,920394,My Father's Violin,Babamın Kemanı,"Through their shared grief and connection to music, an orphaned girl bonds with her emotionally aloof, successful violinist uncle.",9.896,2022-01-21,False,7.9
409,829,Chinatown,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",31.557,1974-06-20,False,7.9
410,150540,Inside Out,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",140.738,2015-06-17,False,7.911
411,28971,Limelight,Limelight,A fading music hall comedian tries to help a despondent ballet dancer learn to walk and to again feel confident about life.,12.456,1952-10-23,False,7.9
412,1010581,My Fault,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",828.998,2023-06-08,False,7.91
413,944401,Dogman,Dogman,"A boy, bruised by life, finds his salvation through the love of his dogs.",79.059,2023-09-27,False,7.9
414,491480,The Boy Who Harnessed the Wind,The Boy Who Harnessed the Wind,"Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine.",28.106,2019-02-14,False,7.907
415,13398,Tokyo Godfathers,東京ゴッドファーザーズ,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",30.673,2003-12-05,False,7.905
416,10674,Mulan,Mulan,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",103.337,1998-06-18,False,7.908
417,671,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",246.834,2001-11-16,False,7.907
418,597,Titanic,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",174.25,1997-11-18,False,7.907
419,118340,Guardians of the Galaxy,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",48.514,2014-07-30,False,7.906
420,13398,Tokyo Godfathers,東京ゴッドファーザーズ,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",30.673,2003-12-05,False,7.905
421,334533,Captain Fantastic,Captain Fantastic,"Deep in the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, beginning a journey that challenges his idea of what it means to be a parent.",29.969,2016-07-08,False,7.904
422,60243,A Separation,جدایی نادر از سیمین,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,13.627,2011-02-15,False,7.904
423,51822,Love Hurts,Amar te duele,Family and friends try to sabotage the budding romance between a young upper class girl and a humble student.,23.056,2002-11-08,False,7.904
424,615453,Ne Zha,哪吒之魔童降世,"The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.",17.832,2019-07-26,False,7.9
425,313369,La La Land,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",79.297,2016-11-29,False,7.903
426,827,Diabolique,Les Diaboliques,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",10.848,1955-01-29,False,7.903
427,458302,"Remi, Nobody's Boy",Rémi sans famille,"At the age of 10 years, young Rémi is snatched from his adoptive mother and entrusted to the signor Vitalis, a mysterious itinerant musician. Has its hard sides - he will learn the harsh life of acrobat and sing to win his bread. Accompanied by the faithful dog capi and of the small monkey Joli-Coeur, his long trip through France, made for meetings, friendships and mutual assistance, leads him to the secret of its origins.",12.676,2018-12-12,False,7.9
428,7984,In the Name of the Father,In the Name of the Father,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",16.938,1993-12-12,False,7.9
429,501929,The Mitchells vs. the Machines,The Mitchells vs. the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",37.167,2021-04-22,False,7.899
430,482321,Ron's Gone Wrong,Ron's Gone Wrong,"In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.",31.55,2021-10-14,False,7.9
431,1892,Return of the Jedi,Return of the Jedi,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",43.485,1983-05-25,False,7.899
432,610150,Dragon Ball Super: Super Hero,ドラゴンボール超 スーパーヒーロー,"The Red Ribbon Army, an evil organization that was once destroyed by Goku in the past, has been reformed by a group of people who have created new and mightier Androids, Gamma 1 and Gamma 2, and seek vengeance against Goku and his family.",49.362,2022-06-11,False,7.898
433,378108,In This Corner of the World,この世界の片隅に,"Japan, 1943, during World War II. Young Suzu leaves her village near Hiroshima to marry and live with her in-laws in Kure, a military harbor. Her creativity to overcome deprivation quickly makes her indispensable at home. Inhabited by an ancestral wisdom, Suzu impregnates the simple gestures of everyday life with poetry and beauty. The many hardships, the loss of loved ones, the frequent air raids of the enemy, nothing alters her enthusiasm…",14.652,2016-11-12,False,7.9
434,360814,Dangal,दंगल,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",20.233,2016-12-21,False,7.9
435,2011,Persepolis,Persepolis,"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",17.784,2007-06-27,False,7.898
436,752,V for Vendetta,V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",35.394,2006-02-23,False,7.898
